Year,Division,Number_of_Hospitals,Number_of_Beds,Crude_Birth_Rate,GDP_per_Capita_USD,Dengue_Cases,Beds_per_1000_Pop,Hospitals_per_100k_Pop,Avg_Beds_per_Hospital,Bed_Occupancy_Rate_Pct,Urban_Population_Pct,Area_km2,Population_Share_Pct,Tertiary_Hospitals,District_Hospitals,Upazila_Health_Complexes,Private_Clinics,Specialized_Hospitals,NGO_Facilities,Community_Health_Clinics,Diagnostic_Centers,Dengue_Rate_per_100k,Dengue_Category,Dengue_Waste_Adjustment,Birth_Rate_Category,GDP_Category,GDP_Growth_Pct,Waste_Mgmt_Coverage_Pct,Proper_Segregation_Pct,Facilities_with_Incinerator,Facilities_with_Autoclave,General_Waste_kg_day,Infectious_Waste_kg_day,Sharps_Waste_kg_day,Pharmaceutical_Waste_kg_day,Chemical_Waste_kg_day,Cytotoxic_Waste_kg_day,Pathological_Waste_kg_day,Radioactive_Waste_kg_day,Total_Hazardous_Waste_kg_day,Total_Medical_Waste_kg_day,Waste_per_Bed_kg_day,Hazardous_Waste_Pct
2020,Dhaka,1828.0,79391.0,18.17,1858.9,911.0,1506.471,346.87,43.4,67.8,69.1,20594.0,31.0,154.0,317.0,369.0,509.0,135.0,126.0,108.0,90.0,1.73,Low,1.0669,Low,Middle Income,0.16,73.7,76.0,170.0,232.0,126502.68,26582.85,2676.65,1637.58,1870.19,721.68,3009.74,78.29,36576.99,163079.67,2.0541,22.43
2021,Dhaka,1724.0,79142.0,17.06,2316.6,26787.0,1501.746,327.13,45.9,83.4,70.1,20594.0,31.0,140.0,301.0,324.0,495.0,131.0,138.0,92.0,96.0,50.83,High,1.0973,Low,Middle Income,18.13,84.6,84.5,97.0,159.0,132589.35,41596.26,3580.62,2078.79,2316.51,1313.51,3729.72,41.529,54656.94,187246.29,2.366,29.19
2022,Dhaka,1892.0,82830.0,17.17,2532.0,51464.0,1571.727,359.01,43.8,63.4,71.0,20594.0,31.0,138.0,339.0,436.0,579.0,167.0,132.0,116.0,102.0,97.65,Epidemic,1.0852,Low,Upper Middle,13.7,89.7,88.5,88.0,154.0,130232.06,33081.72,2963.51,2233.97,1356.94,633.12,3040.93,77.081,43387.26,173619.33,2.0961,24.99
2023,Dhaka,2013.0,90416.0,17.16,2764.2,246841.0,1715.674,381.97,44.9,98.6,72.0,20594.0,31.0,152.0,357.0,400.0,503.0,170.0,152.0,113.0,91.0,468.39,Epidemic,1.0793,Low,Upper Middle,2.83,95.3,92.9,145.0,246.0,178487.01,51450.16,4897.85,3791.62,2354.74,1571.92,5405.1,28.074,69499.46,247986.47,2.7427,28.03
2000,Khulna,203.0,6521.0,25.48,419.8,538.0,383.588,119.41,32.1,46.7,24.0,22285.0,10.0,17.0,37.0,43.0,65.0,15.0,13.0,11.0,9.0,3.16,Low,1.086,High,Low Income,0.0,33.4,45.1,18.0,19.0,6465.99,2011.76,190.81,140.51,76.2,47.28,253.18,8.308,2728.05,9194.04,1.4099,29.67
2001,Khulna,209.0,6613.0,25.9,466.2,226.0,389.0,122.94,31.6,77.1,24.3,22285.0,10.0,14.0,38.0,39.0,51.0,15.0,13.0,14.0,11.0,1.33,Low,1.0823,High,Low Income,11.53,34.5,46.0,16.0,19.0,8634.34,3206.19,274.69,149.3,152.92,79.13,231.17,9.622,4103.02,12737.36,1.9261,32.21
2002,Khulna,205.0,6604.0,24.56,438.2,631.0,388.471,120.59,32.2,58.6,24.7,22285.0,10.0,17.0,35.0,41.0,55.0,15.0,13.0,12.0,9.0,3.71,Low,1.0898,High,Low Income,-0.41,33.9,45.5,9.0,21.0,8257.55,2349.65,228.64,151.2,84.97,77.89,289.22,2.776,3184.34,11441.89,1.7326,27.83
2003,Khulna,220.0,6977.0,24.9,461.1,252.0,410.412,129.41,31.7,37.5,25.0,22285.0,10.0,18.0,41.0,44.0,63.0,20.0,15.0,13.0,11.0,1.48,Low,1.0695,High,Low Income,-0.19,34.5,46.0,7.0,12.0,5885.41,1797.26,148.04,105.01,76.68,53.65,168.82,12.769,2362.22,8247.63,1.1821,28.64
2004,Khulna,225.0,7967.0,23.92,514.2,318.0,468.647,132.35,35.4,86.0,25.4,22285.0,10.0,17.0,39.0,46.0,67.0,19.0,15.0,13.0,11.0,1.87,Low,1.0716,High,Low Income,5.59,35.8,47.0,18.0,21.0,14859.49,4210.38,418.51,219.43,119.4,128.19,443.09,5.197,5544.2,20403.69,2.561,27.17
2005,Khulna,229.0,7945.0,23.63,585.3,268.0,467.353,134.71,34.7,54.8,25.7,22285.0,10.0,19.0,42.0,46.0,69.0,14.0,16.0,13.0,9.0,1.58,Low,1.0906,High,Low Income,12.77,37.5,48.3,8.0,19.0,9305.94,2874.9,246.22,122.4,164.75,47.19,366.71,5.33,3827.51,13133.45,1.653,29.14
2006,Khulna,236.0,8693.0,23.32,579.7,202.0,511.353,138.82,36.8,76.4,26.1,22285.0,10.0,19.0,40.0,37.0,65.0,21.0,17.0,15.0,12.0,1.19,Low,1.0812,High,Low Income,4.26,37.4,48.2,10.0,25.0,13460.11,3648.31,341.96,225.48,222.06,59.72,347.18,9.791,4854.49,18314.61,2.1068,26.51
2007,Khulna,264.0,9309.0,22.54,635.7,196.0,547.588,155.29,35.3,60.3,26.4,22285.0,10.0,21.0,47.0,52.0,69.0,20.0,17.0,16.0,14.0,1.15,Low,1.0667,Medium-High,Lower Middle,6.3,38.8,49.3,15.0,30.0,10738.6,2975.17,296.0,129.5,123.68,91.5,373.11,15.225,4004.18,14742.78,1.5837,27.16
2008,Khulna,255.0,9189.0,22.18,684.2,889.0,540.529,150.0,36.0,53.0,26.8,22285.0,10.0,21.0,50.0,52.0,77.0,23.0,19.0,15.0,13.0,5.23,Low,1.0786,Medium-High,Lower Middle,6.08,40.0,50.2,19.0,26.0,10450.8,3091.25,325.61,196.2,183.74,66.68,356.05,3.519,4223.04,14673.84,1.5969,28.78
2009,Khulna,286.0,9193.0,22.17,721.9,402.0,540.765,168.24,32.1,49.9,27.1,22285.0,10.0,21.0,55.0,50.0,61.0,22.0,20.0,18.0,13.0,2.36,Low,1.0751,Medium-High,Lower Middle,3.13,40.9,50.9,19.0,23.0,8280.7,2684.76,210.35,117.72,123.53,48.34,298.1,9.628,3492.43,11773.12,1.2807,29.66
2010,Khulna,298.0,9946.0,20.54,874.6,619.0,585.059,175.29,33.4,71.2,27.5,22285.0,10.0,21.0,57.0,63.0,73.0,26.0,21.0,19.0,13.0,3.64,Low,1.0822,Medium-High,Lower Middle,15.23,44.5,53.8,13.0,18.0,15484.95,4454.21,398.06,233.11,220.05,118.58,491.0,17.099,5932.1,21417.05,2.1533,27.7
2011,Khulna,304.0,10715.0,21.1,904.1,1142.0,630.294,178.82,35.2,69.8,27.8,22285.0,10.0,25.0,64.0,60.0,77.0,24.0,22.0,17.0,15.0,6.72,Moderate,1.0745,Medium-High,Lower Middle,9.46,45.3,54.4,16.0,33.0,16580.15,4636.25,445.13,214.09,190.33,99.48,500.21,16.078,6101.56,22681.71,2.1168,26.9
2012,Khulna,330.0,11833.0,20.15,965.2,852.0,696.059,194.12,35.9,91.2,28.2,22285.0,10.0,25.0,54.0,67.0,93.0,27.0,23.0,20.0,18.0,5.01,Low,1.0834,Medium-High,Lower Middle,6.65,46.7,55.5,22.0,24.0,22237.31,7034.77,565.97,333.24,308.42,222.23,651.9,5.752,9122.28,31359.58,2.6502,29.09
2013,Khulna,317.0,12219.0,20.02,1025.9,169.0,718.765,186.47,38.5,68.3,28.5,22285.0,10.0,25.0,57.0,60.0,82.0,26.0,21.0,20.0,15.0,0.99,Low,1.0869,Medium-High,Lower Middle,3.52,48.2,56.7,22.0,37.0,17490.98,5053.94,434.05,349.15,191.24,109.3,393.0,11.589,6542.26,24033.24,1.9669,27.22
2014,Khulna,368.0,13302.0,19.52,1215.0,376.0,782.471,216.47,36.1,65.9,28.9,22285.0,10.0,28.0,68.0,77.0,96.0,29.0,21.0,24.0,17.0,2.21,Low,1.0887,Medium,Lower Middle,11.98,52.7,60.2,24.0,50.0,16833.69,5433.86,508.35,217.18,184.35,142.83,429.96,6.112,6922.64,23756.33,1.7859,29.14
2015,Khulna,390.0,14490.0,18.71,1209.5,291.0,852.353,229.41,37.2,80.4,29.2,22285.0,10.0,35.0,71.0,81.0,121.0,32.0,26.0,22.0,19.0,1.71,Low,1.0815,Medium,Lower Middle,2.33,52.6,60.1,37.0,48.0,25169.38,8314.09,693.35,404.75,440.85,105.62,713.48,12.546,10684.68,35854.06,2.4744,29.8
2016,Khulna,374.0,14727.0,19.02,1355.6,680.0,866.294,220.0,39.4,36.4,29.6,22285.0,10.0,29.0,62.0,79.0,110.0,32.0,26.0,21.0,16.0,4.0,Low,1.0996,Medium,Lower Middle,11.94,56.1,62.8,13.0,37.0,11105.18,3000.15,314.22,177.86,165.03,77.09,396.67,5.114,4136.13,15241.31,1.0349,27.14
2017,Khulna,397.0,16175.0,18.24,1578.8,261.0,951.471,233.53,40.7,57.8,29.9,22285.0,10.0,31.0,63.0,79.0,120.0,31.0,29.0,21.0,19.0,1.54,Low,1.0834,Low,Middle Income,16.17,61.3,66.9,37.0,48.0,19131.56,5438.9,515.88,416.02,309.63,146.96,583.29,4.491,7415.17,26546.73,1.6412,27.93
2018,Khulna,385.0,15511.0,18.19,1604.7,844.0,912.412,226.47,40.3,63.7,30.3,22285.0,10.0,29.0,65.0,72.0,101.0,29.0,26.0,21.0,19.0,4.96,Low,1.0738,Low,Middle Income,5.85,62.0,67.4,30.0,31.0,19210.81,5660.39,477.35,234.13,330.65,176.21,583.01,14.888,7476.63,26687.43,1.7205,28.02
2019,Khulna,438.0,16687.0,17.68,1935.1,9266.0,981.588,257.65,38.1,82.2,30.6,22285.0,10.0,34.0,71.0,98.0,131.0,37.0,29.0,22.0,25.0,54.51,Moderate,1.0813,Low,Middle Income,13.96,69.7,73.5,40.0,37.0,31386.2,7101.48,787.9,569.66,410.24,212.68,701.02,21.721,9804.7,41190.89,2.4684,23.8
2020,Khulna,441.0,15703.0,17.84,2066.3,146.0,923.706,259.41,35.6,80.4,31.0,22285.0,10.0,32.0,81.0,95.0,135.0,35.0,29.0,29.0,19.0,0.86,Low,1.0916,Low,Middle Income,11.33,72.9,76.0,16.0,51.0,27626.86,7893.81,790.78,465.86,283.6,133.31,551.39,23.03,10141.79,37768.65,2.4052,26.85
2021,Khulna,441.0,16498.0,16.58,2156.4,3072.0,970.471,259.41,37.4,61.0,31.3,22285.0,10.0,34.0,71.0,91.0,109.0,32.0,25.0,23.0,22.0,18.07,Moderate,1.096,Low,Middle Income,9.96,75.0,77.7,33.0,52.0,17638.76,5534.68,565.42,387.09,207.24,73.54,667.08,22.914,7457.96,25096.72,1.5212,29.72
2022,Khulna,445.0,17620.0,16.97,2583.2,6005.0,1036.471,261.76,39.6,66.3,31.7,22285.0,10.0,39.0,84.0,76.0,117.0,33.0,32.0,27.0,22.0,35.32,Moderate,1.0856,Low,Upper Middle,15.99,85.0,85.5,15.0,52.0,23920.22,6571.83,632.8,473.42,302.5,195.48,682.41,22.506,8880.94,32801.17,1.8616,27.08
2023,Khulna,501.0,18673.0,16.49,2858.3,25360.0,1098.412,294.71,37.3,70.9,32.0,22285.0,10.0,42.0,84.0,104.0,137.0,38.0,33.0,24.0,23.0,149.18,High,1.0702,Low,Upper Middle,6.34,91.5,90.6,34.0,50.0,26536.91,8329.83,711.73,327.68,230.14,230.1,730.47,14.601,10574.56,37111.47,1.9874,28.49
2000,Mymensingh,161.0,6518.0,26.2,401.5,154.0,639.02,157.84,40.5,73.7,10.0,10584.0,6.0,14.0,26.0,37.0,38.0,12.0,11.0,9.0,7.0,1.51,Low,1.0735,High,Low Income,0.0,30.9,43.4,11.0,17.0,10277.63,2795.47,249.11,198.27,99.01,64.51,362.07,6.762,3775.21,14052.84,2.156,26.86
2001,Mymensingh,181.0,6543.0,25.46,453.9,64.0,641.471,177.45,36.1,58.4,10.2,10584.0,6.0,15.0,36.0,37.0,58.0,13.0,11.0,9.0,10.0,0.63,Low,1.0693,High,Low Income,8.59,32.1,44.3,5.0,24.0,8547.82,2623.51,233.98,148.68,134.94,61.39,197.27,4.744,3404.51,11952.33,1.8267,28.48
2002,Mymensingh,185.0,7562.0,24.95,456.6,191.0,741.373,181.37,40.9,50.5,10.4,10584.0,6.0,15.0,33.0,35.0,52.0,16.0,11.0,11.0,8.0,1.87,Low,1.0813,High,Low Income,3.77,32.2,44.4,11.0,12.0,7201.86,2534.98,204.99,110.86,119.67,39.55,224.02,6.0,3240.08,10441.94,1.3808,31.03
2003,Mymensingh,186.0,7242.0,24.62,497.0,94.0,710.0,182.35,38.9,50.4,10.7,10584.0,6.0,14.0,40.0,34.0,58.0,16.0,12.0,11.0,10.0,0.92,Low,1.0773,High,Low Income,7.58,33.2,45.2,18.0,25.0,7021.79,2360.68,219.71,105.33,78.38,59.76,194.51,6.122,3024.48,10046.28,1.3872,30.11
2004,Mymensingh,195.0,8181.0,24.9,503.4,111.0,802.059,191.18,42.0,55.4,10.9,10584.0,6.0,16.0,38.0,38.0,53.0,14.0,12.0,11.0,10.0,1.09,Low,1.0746,High,Low Income,3.37,33.4,45.3,7.0,25.0,8592.74,2709.88,258.17,111.95,135.78,79.95,273.9,8.001,3577.63,12170.36,1.4876,29.4
2005,Mymensingh,207.0,8083.0,23.54,567.0,86.0,792.451,202.94,39.0,91.6,11.1,10584.0,6.0,17.0,40.0,37.0,56.0,15.0,14.0,12.0,10.0,0.84,Low,1.0865,High,Low Income,9.25,34.9,46.5,10.0,16.0,15008.5,4530.46,389.45,229.66,167.18,136.4,487.33,5.178,5945.66,20954.17,2.5924,28.37
2006,Mymensingh,207.0,9102.0,22.45,610.0,67.0,892.353,202.94,44.0,81.7,11.3,10584.0,6.0,16.0,41.0,34.0,65.0,14.0,14.0,11.0,10.0,0.66,Low,1.08,Medium-High,Lower Middle,9.71,35.9,47.3,16.0,18.0,15349.94,4938.51,404.83,335.84,214.2,148.9,580.24,8.411,6630.93,21980.87,2.4149,30.17
2007,Mymensingh,213.0,9086.0,22.57,608.4,75.0,890.784,208.82,42.7,70.4,11.5,10584.0,6.0,16.0,36.0,38.0,55.0,21.0,16.0,11.0,9.0,0.74,Low,1.0759,Medium-High,Lower Middle,1.74,35.9,47.3,9.0,15.0,12733.14,3677.07,392.34,234.64,119.14,86.21,276.88,6.167,4792.46,17525.6,1.9289,27.35
2008,Mymensingh,235.0,9044.0,22.97,711.4,289.0,886.667,230.39,38.5,72.7,11.7,10584.0,6.0,19.0,35.0,45.0,70.0,18.0,14.0,14.0,13.0,2.83,Low,1.0765,Medium-High,Lower Middle,10.29,38.4,49.2,11.0,28.0,14031.81,4042.32,371.7,284.66,211.5,92.79,452.95,13.694,5469.62,19501.42,2.1563,28.05
2009,Mymensingh,248.0,10089.0,20.87,739.2,164.0,989.118,243.14,40.7,74.0,12.0,10584.0,6.0,19.0,44.0,42.0,77.0,19.0,17.0,16.0,11.0,1.61,Low,1.0915,Medium-High,Lower Middle,5.6,39.0,49.7,16.0,16.0,14641.72,4497.33,376.68,190.42,145.56,78.55,354.74,2.655,5645.93,20287.65,2.0109,27.83
2010,Mymensingh,264.0,10075.0,21.3,842.0,171.0,987.745,258.82,38.2,72.6,12.2,10584.0,6.0,18.0,48.0,42.0,59.0,20.0,18.0,16.0,12.0,1.68,Low,1.0679,Medium-High,Lower Middle,10.94,41.5,51.7,23.0,12.0,13522.11,4236.97,349.89,288.52,165.66,98.27,456.6,14.631,5610.55,19132.66,1.899,29.32
2011,Mymensingh,271.0,10651.0,21.23,932.8,356.0,1044.216,265.69,39.3,85.2,12.4,10584.0,6.0,22.0,52.0,52.0,75.0,23.0,17.0,15.0,12.0,3.49,Low,1.0696,Medium-High,Lower Middle,12.93,43.6,53.3,16.0,29.0,18069.14,5784.6,479.86,329.84,281.88,94.35,570.57,15.28,7556.37,25625.5,2.4059,29.49
2012,Mymensingh,300.0,11159.0,21.08,1048.2,209.0,1094.02,294.12,37.2,80.2,12.6,10584.0,6.0,25.0,54.0,65.0,81.0,21.0,23.0,17.0,15.0,2.05,Low,1.0612,Medium-High,Lower Middle,15.82,46.3,55.5,27.0,25.0,18726.33,5281.96,507.48,317.47,156.74,131.34,545.46,16.046,6956.51,25682.84,2.3015,27.09
2013,Mymensingh,297.0,11818.0,19.97,1064.9,58.0,1158.627,291.18,39.8,73.0,12.8,10584.0,6.0,23.0,56.0,59.0,73.0,25.0,19.0,17.0,14.0,0.57,Low,1.0883,Medium,Lower Middle,7.46,46.8,55.8,13.0,23.0,18128.83,5074.42,480.03,324.07,260.86,118.67,420.53,15.523,6694.1,24822.93,2.1004,26.97
2014,Mymensingh,331.0,12696.0,19.99,1248.3,119.0,1244.706,324.51,38.4,72.2,13.0,10584.0,6.0,26.0,57.0,74.0,92.0,23.0,23.0,18.0,17.0,1.17,Low,1.0837,Medium,Lower Middle,15.05,51.1,59.2,20.0,35.0,19645.32,5760.09,499.65,393.81,229.02,171.78,399.48,12.19,7466.02,27111.34,2.1354,27.54
2015,Mymensingh,345.0,14710.0,19.47,1156.6,122.0,1442.157,338.24,42.6,88.2,13.3,10584.0,6.0,28.0,53.0,68.0,90.0,29.0,26.0,17.0,17.0,1.2,Low,1.1018,Medium,Lower Middle,-2.15,49.0,57.5,31.0,25.0,25506.8,7859.44,709.16,450.09,221.55,219.13,602.57,7.175,10069.12,35575.92,2.4185,28.3
2016,Mymensingh,350.0,15571.0,18.7,1351.1,201.0,1526.569,343.14,44.5,64.3,13.5,10584.0,6.0,27.0,63.0,70.0,90.0,27.0,21.0,23.0,17.0,1.97,Low,1.088,Medium,Lower Middle,11.57,53.5,61.1,20.0,37.0,18011.54,6080.15,541.35,257.29,205.14,121.06,562.15,5.164,7772.31,25783.85,1.6559,30.14
2017,Mymensingh,360.0,14451.0,18.42,1492.4,68.0,1416.765,352.94,40.1,65.1,13.7,10584.0,6.0,24.0,71.0,86.0,101.0,27.0,30.0,19.0,18.0,0.67,Low,1.0647,Low,Lower Middle,9.82,56.9,63.7,14.0,36.0,17985.43,6084.86,514.57,345.61,283.6,133.19,451.89,4.547,7818.27,25803.7,1.7856,30.3
2018,Mymensingh,382.0,15435.0,18.91,1630.4,327.0,1513.235,374.51,40.4,63.9,13.9,10584.0,6.0,35.0,70.0,86.0,102.0,28.0,26.0,23.0,18.0,3.21,Low,1.0856,Medium,Middle Income,7.55,60.1,66.3,30.0,46.0,20918.64,5799.76,547.31,357.81,191.2,147.68,698.47,10.493,7752.72,28671.36,1.8576,27.04
2019,Mymensingh,414.0,16193.0,17.91,1780.0,3575.0,1587.549,405.88,39.1,66.9,14.1,10584.0,6.0,30.0,67.0,80.0,110.0,32.0,25.0,26.0,22.0,35.05,Moderate,1.094,Low,Middle Income,4.83,63.7,69.0,35.0,43.0,22252.65,6878.7,584.36,350.0,240.97,143.59,591.9,16.516,8806.03,31058.69,1.918,28.35
2020,Mymensingh,395.0,15507.0,17.41,1947.9,43.0,1520.294,387.25,39.3,57.0,14.3,10584.0,6.0,33.0,76.0,71.0,130.0,33.0,27.0,25.0,23.0,0.42,Low,1.0797,Low,Middle Income,4.95,67.6,72.1,34.0,34.0,19895.63,5430.21,518.66,295.44,308.09,133.17,543.89,10.062,7239.51,27135.14,1.7499,26.68
2021,Mymensingh,415.0,16628.0,16.69,2173.9,717.0,1630.196,406.86,40.1,82.5,14.6,10584.0,6.0,31.0,79.0,84.0,116.0,35.0,30.0,27.0,19.0,7.03,Low,1.0672,Low,Middle Income,10.86,72.9,76.3,38.0,41.0,28857.4,8925.35,756.33,360.07,352.01,252.89,814.45,6.45,11467.54,40324.94,2.4251,28.44
2022,Mymensingh,441.0,18364.0,17.42,2566.9,1969.0,1800.392,432.35,41.6,62.4,14.8,10584.0,6.0,40.0,92.0,79.0,130.0,35.0,30.0,24.0,23.0,19.3,Moderate,1.0841,Low,Upper Middle,15.26,82.1,83.5,43.0,39.0,24728.79,7537.76,719.81,387.75,417.79,209.2,886.36,12.936,10171.61,34900.4,1.9005,29.14
2023,Mymensingh,446.0,16974.0,16.42,2747.2,9695.0,1664.118,437.25,38.1,85.0,15.0,10584.0,6.0,39.0,80.0,72.0,112.0,33.0,30.0,26.0,21.0,95.05,Moderate,1.0805,Low,Upper Middle,2.2,86.4,86.9,40.0,38.0,29389.49,8436.46,751.56,645.5,319.05,279.17,782.21,7.195,11221.14,40610.63,2.3925,27.63
2000,Rajshahi,189.0,6627.0,25.99,404.0,382.0,354.385,101.07,35.1,83.9,15.0,18197.0,11.0,14.0,32.0,40.0,54.0,14.0,13.0,11.0,10.0,2.04,Low,1.0832,High,Low Income,0.0,31.7,43.9,10.0,10.0,10809.93,3333.26,301.18,193.42,173.98,43.66,385.09,8.487,4439.08,15249.01,2.301,29.11
2001,Rajshahi,205.0,7373.0,24.72,443.2,186.0,394.278,109.63,36.0,50.7,15.3,18197.0,11.0,16.0,37.0,39.0,60.0,14.0,14.0,12.0,10.0,0.99,Low,1.0922,High,Low Income,6.03,32.6,44.7,20.0,18.0,8298.17,2483.55,218.53,121.38,114.9,77.89,245.6,4.298,3266.15,11564.32,1.5685,28.24
2002,Rajshahi,198.0,7955.0,25.08,457.7,465.0,425.401,105.88,40.2,67.1,15.6,18197.0,11.0,16.0,30.0,35.0,58.0,16.0,13.0,11.0,10.0,2.49,Low,1.0902,High,Low Income,4.02,33.0,45.0,19.0,20.0,10795.65,3341.8,285.96,152.41,144.59,90.46,280.76,5.066,4301.05,15096.71,1.8978,28.49
2003,Rajshahi,211.0,8229.0,24.9,479.9,185.0,440.053,112.83,39.0,86.9,15.9,18197.0,11.0,16.0,42.0,38.0,52.0,17.0,16.0,14.0,10.0,0.99,Low,1.0695,High,Low Income,3.87,33.6,45.4,20.0,29.0,15598.25,4423.31,366.67,340.87,166.15,135.77,422.52,6.573,5861.87,21460.12,2.6079,27.32
2004,Rajshahi,224.0,9004.0,24.56,529.2,213.0,481.497,119.79,40.2,25.0,16.2,18197.0,11.0,15.0,39.0,40.0,53.0,18.0,16.0,12.0,8.0,1.14,Low,1.0654,High,Low Income,8.67,34.8,46.3,10.0,22.0,4280.28,1173.14,110.65,91.55,39.99,20.09,139.48,8.436,1583.34,5863.62,0.6512,27.0
2005,Rajshahi,242.0,8957.0,22.6,537.5,160.0,478.984,129.41,37.0,78.0,16.5,18197.0,11.0,20.0,45.0,47.0,65.0,18.0,15.0,16.0,11.0,0.86,Low,1.0737,Medium-High,Low Income,3.56,35.0,46.5,7.0,14.0,14779.76,4326.18,382.78,298.05,186.27,86.18,494.77,5.174,5779.4,20559.17,2.2953,28.11
2006,Rajshahi,252.0,9808.0,22.84,593.8,152.0,524.492,134.76,38.9,78.7,16.8,18197.0,11.0,21.0,47.0,53.0,73.0,19.0,18.0,16.0,13.0,0.81,Low,1.0832,Medium-High,Low Income,6.8,36.4,47.6,9.0,23.0,16498.23,4723.34,428.27,233.24,210.05,155.2,537.11,4.658,6291.88,22790.11,2.3236,27.61
2007,Rajshahi,244.0,10106.0,22.89,648.1,200.0,540.428,130.48,41.4,89.2,17.1,18197.0,11.0,18.0,44.0,56.0,85.0,20.0,16.0,15.0,13.0,1.07,Low,1.0927,Medium-High,Lower Middle,8.38,37.7,48.6,14.0,22.0,20455.43,6585.78,569.6,273.77,210.95,166.99,686.48,3.224,8496.8,28952.23,2.8649,29.35
2008,Rajshahi,273.0,9964.0,22.11,659.7,662.0,532.834,145.99,36.5,64.8,17.4,18197.0,11.0,22.0,54.0,57.0,81.0,21.0,21.0,16.0,12.0,3.54,Low,1.0798,Medium-High,Lower Middle,2.28,38.0,48.8,21.0,31.0,14570.63,4279.83,413.22,197.05,134.96,116.81,438.02,5.705,5585.59,20156.22,2.0229,27.71
2009,Rajshahi,298.0,11459.0,22.08,732.8,295.0,612.781,159.36,38.5,45.5,17.7,18197.0,11.0,25.0,59.0,56.0,81.0,20.0,20.0,19.0,14.0,1.58,Low,1.0751,Medium-High,Lower Middle,4.69,39.8,50.2,9.0,40.0,10602.49,3218.41,286.06,211.82,120.9,98.41,381.45,7.096,4324.16,14926.65,1.3026,28.97
2010,Rajshahi,296.0,12942.0,20.49,783.8,497.0,692.086,158.29,43.7,56.0,18.0,18197.0,11.0,24.0,45.0,62.0,84.0,24.0,22.0,18.0,14.0,2.66,Low,1.09,Medium-High,Lower Middle,3.27,41.0,51.2,29.0,15.0,16027.33,4407.61,413.9,293.21,136.81,78.46,458.75,7.457,5796.19,21823.53,1.6863,26.56
2011,Rajshahi,312.0,12698.0,20.88,860.6,1033.0,679.037,166.84,40.7,67.3,18.3,18197.0,11.0,25.0,53.0,58.0,82.0,23.0,22.0,15.0,13.0,5.52,Moderate,1.0919,Medium-High,Lower Middle,4.19,42.8,52.6,24.0,20.0,16375.15,5352.08,486.16,354.02,267.89,122.01,653.28,18.713,7254.16,23629.31,1.8609,30.7
2012,Rajshahi,318.0,12841.0,20.72,964.1,620.0,686.684,170.05,40.4,69.2,18.7,18197.0,11.0,26.0,59.0,59.0,75.0,24.0,24.0,21.0,16.0,3.32,Low,1.0827,Medium-High,Lower Middle,6.53,45.3,54.5,30.0,28.0,16865.09,5598.34,471.91,343.16,300.24,92.12,561.09,9.279,7376.14,24241.22,1.8878,30.43
2013,Rajshahi,304.0,13900.0,20.1,1113.5,98.0,743.316,162.57,45.7,56.0,19.0,18197.0,11.0,23.0,53.0,55.0,73.0,24.0,20.0,17.0,15.0,0.52,Low,1.0685,Medium-High,Lower Middle,12.36,48.8,57.3,28.0,42.0,15539.11,5191.8,388.91,304.47,259.87,65.5,395.29,12.634,6618.49,22157.6,1.5941,29.87
2014,Rajshahi,370.0,14985.0,19.11,1151.7,306.0,801.337,197.86,40.5,87.2,19.3,18197.0,11.0,31.0,71.0,73.0,113.0,30.0,28.0,24.0,16.0,1.64,Low,1.0984,Medium,Lower Middle,6.15,49.8,58.0,28.0,41.0,29614.21,7699.53,804.43,591.95,416.69,181.06,774.28,15.186,10483.12,40097.34,2.6758,26.14
2015,Rajshahi,370.0,15708.0,19.72,1158.7,192.0,840.0,197.86,42.5,58.6,19.6,18197.0,11.0,31.0,65.0,80.0,108.0,24.0,24.0,21.0,19.0,1.03,Low,1.0733,Medium,Lower Middle,-1.97,50.0,58.2,14.0,31.0,18611.57,5880.1,534.16,399.45,205.54,129.46,453.61,20.114,7622.43,26234.01,1.6701,29.06
2016,Rajshahi,399.0,16385.0,18.57,1398.4,399.0,876.203,213.37,41.1,35.6,19.9,18197.0,11.0,32.0,59.0,79.0,111.0,33.0,30.0,22.0,19.0,2.13,Low,1.0796,Medium,Lower Middle,15.47,55.6,62.6,15.0,36.0,10772.15,3458.5,297.79,185.94,166.5,73.87,433.03,14.229,4629.85,15402.0,0.94,30.06
2017,Rajshahi,430.0,17543.0,18.46,1561.5,171.0,938.128,229.95,40.8,45.4,20.2,18197.0,11.0,33.0,84.0,99.0,124.0,34.0,30.0,20.0,22.0,0.91,Low,1.0744,Low,Middle Income,14.9,59.5,65.6,30.0,26.0,15674.48,5448.94,465.45,324.16,238.42,153.77,584.13,11.86,7226.74,22901.22,1.3054,31.56
2018,Rajshahi,423.0,18317.0,17.85,1597.7,614.0,979.519,226.2,43.3,46.8,20.5,18197.0,11.0,33.0,87.0,72.0,119.0,29.0,23.0,25.0,21.0,3.28,Low,1.0732,Low,Middle Income,5.39,60.4,66.3,12.0,48.0,18069.84,5368.86,497.37,271.3,182.73,87.16,474.93,11.17,6893.52,24963.35,1.3629,27.61
